,language,sentences,Dependency_length,Intervener_Complexity,Sentence_length,Memory_load
9216,Spanish,"HI, co-promotora de la Campaña Internacional para la Prohibición de las Minas Antipersonas, hizo su llamamiento coincidiendo con el viaje a Vietnam iniciado hoy por el presidente de EEUU, Bill Clinton, primer jefe de Estado estadounidense que visita ese país desde 1969.",159,78,42,16
9217,Norwagein,Men jeg kjenner jo på ting.,12,7,6,0
9218,Norwagein,En uvirkelig sommer.,4,3,3,0
9219,Italian,"La questione di cos' è veramente il tempo e di come esso si inserisce nella nostra vita quotidiana , è da sempre un interrogativo esistenziale che molti , a seconda delle competenze e delle esperienze , si sono posti .",165,77,40,25
9220,German,"Vorstellbar seien ein weiterhin kostenloser Promotion-Service zum Anhören einzelner Musiktitel und ein Mitgliedsbeitrag , der den Zugang zu einer bestimmten Zahl von Titeln ermöglicht :",92,58,25,10
9221,Greek,"Η Κατερίνα μου ρίχνει ένα πλάγιο βλέμμα και κρυφογελάει , αλλά το « κρυφό » είναι σχήμα λόγου , γιατί της Αδριανής δεν της ξεφεύγει τίποτα.",115,47,26,14
9222,Romanian,Cum s-au adevărat mărturiia lui Hristos întru voi.,20,13,8,2
9223,Swedish,Han ryckte på axlarna åt denna brist på överensstämmelse och sa sig att han måste lära sig att titta på klockan lite oftare.,70,35,23,13
9224,Norwagein,Hilste fra sykehussenga:,6,4,3,0
9225,Russian,Отвечает Леонов Сергей Дмитриевич психолог,7,6,5,3
9226,Lithuanian,"Anot kito gamykloje dirbusio lietuvio, Romualdo Beniušio, vėliau pradėti gaminti ir magnetofonai prietaisams MARS BM, kuriuos kruopščiai tikrindavo saugumiečiai.",59,32,19,11
9227,Lithuanian,"Strepsiadas nesėkmingai bando mokytis „mąstykloje“, bet netrukus nusprendžia, kad Sokratas niekina tai, kas švenčiausia, ardo moralę, nuodija protus, tvirkina jaunuomenę, taigi silpnina tautos stuburą, ir dar pavojingu metu, kai vyksta Peloponeso karas.",201,90,32,20
9228,Portuguese,Foi pouco.,2,2,2,0
9229,German,Mit dem heutigen Tag ist die Testphase abgeschlossen und Tina ist offiziell am Netz .,40,26,15,7
9230,Japanese,_________________,0,0,1,0
9231,Catalan,- ¿Ser soltera i no tenir una família ha facilitat que es bolqués del tot en la feina?,67,34,18,11
9232,Romanian,"Derept ceaia, topindu-să aceastia toate, cumu să cade voao a fi întru sfinte viețile voastre și în slujbe dumnezeești?",63,29,19,10
9233,Swedish,låt oss alltså ta i med hårdhandskarna.,18,9,7,2
9234,Danish,"""Ja,"" siger han og vender sig om på siden.",28,15,9,5
9235,Ukranian,Наші останні підліткові стріли мали наконечники з автоматних куль.,19,12,9,4
9236,Dutch,Die zijn verschrikkelijk gevoelig - vooral ook de profs.,25,14,9,5
9237,Danish,"Man begyndte nu at interessere sig for, hvordan disse protoner og neutroner bliver holdt sammen i kernen, og hvordan de bevæger sig rundt imellem hinanden.",108,54,25,18
9238,Catalan,"Palop, Kily González i Angulo estan enfrontats al tècnic Rafa Benítez i Ilie ha carregat contra el president, Jaime Ortí.",67,34,20,17
9239,English,My pup has a wonderful temperment and has been a wonderful addition to my family!,42,23,15,9
9240,Catalan,19.565.464 pessetes com a indemnització per altres quantitats pendents.,22,14,9,4
9241,Norwagein,"Mia er kjent for å verne om privatlivet når hun intervjues, men på Instagram er det meste i Mias liv tilgjengelig for alle.",106,51,23,17
9242,German,"Also , es kommt , wie es kommen muss :",21,10,10,6
9243,English,Revenues for these customers were adjusted according.,13,10,7,4
9244,Spanish,"El central asturiano confía en poder jugar en Madrid, pero adelantó que no saltará al césped si no se encuentra en plenitud de condiciones.",73,37,24,12
9245,Catalan,És el nivell més baix marcat per la divisa europea des del 27 de novembre.,47,26,15,7
9246,Ukranian,"Тоді ми кажемо: хіба тобі невідомо, що Вапліте завжди чесно і акуратно виплачувало свої векселі?",64,32,15,9
9247,French,Je recommande cette adresse à tous les passionnés de vélo.,28,14,10,5
9248,Italian,"che, nella misura in cui tali disposizioni perseguono anch'esse l'obiettivo di un'efficace protezione dei consumatori, esse non devono essere pregiudicate dalla presente direttiva;",137,66,23,16
9249,Ukranian,Та відмовити хворим він не міг і надалі…,19,11,8,3
9250,Greek,"Έχουμε την απαρέγκλιτη αρχή να μην διαμορφώνουμε οποιαδήποτε γνώμη σχετικά με την ουσία των κατηγοριών, αλλά να θεωρούμε ότι οι βουλευτές απολαύουν του τεκμηρίου της αθωότητας.",85,45,26,12
9251,German,Die erst vor zwei Jahren gegründete US-Firma Rhythms NetConnections ist offenbar auf dem richtigen Weg .,35,25,16,8
9252,Lithuanian,"Darbininkai teisinosi, kad prie duobės pastatyta užtvara, tačiau vairuotojas jos nepastebėjo.",52,28,11,6
9253,Dutch,"Kluwer en Wegener gingen ieder flo 1, Bols flo 2, Thomassen en Drijver flo 1,50 en Billiton-2 omhoog.",69,37,18,12
9254,Japanese,_　_,3,2,2,2
9255,Portuguese,As próximas datas dos cursos são dias 23 e 30 de julho.,27,19,12,5
9256,Catalan,"""Volem enviar un clar missatge als atletes, els organismes directius i els comitès organitzadors que ens hem compromès a fer tot el possible per eradicar el dopatge, que està enverinant el món de l'esport"", va assegurar ahir Samaranch, en una clara declaració d'intencions que aquests tres dies de treball han de donar algun fruit.",291,133,54,22
9257,Romanian,"Unsului mi-am gătat lumînare, Pizmașii lui vor hi de mustrare, Iară lui îi voi da să-nvască Într-a mea svinție, să-nflorească.",106,47,20,17
9258,Portuguese,"Miguel Valente, por seu lado, foi o vencedor na classe Sport Limited.",34,19,12,10
9259,Chinese,总部，是一家组织的总办公室，董事会及高层开会的地方，是指挥企业运作的中心办公室。,96,49,1,12
9260,Chinese,傳說，明太祖朱元璋曾獲真武大帝護佑而躲過敵兵追殺，登基後冊封其為玄天上帝。,77,35,1,18
9261,Danish,Levestandarden,0,0,1,0
9262,Italian,"Tuttavia, dal momento che la forza lavoro sudcoreana comprende già una quota consistente di lavoratori irregolari, aumentare l'occupazione temporanea può rivelarsi inefficace per promuovere la crescita economica.",112,54,27,15
9263,Finnish,"Kun pitää itsensä ihmisenä , niin toisetkin pitävät .",17,9,9,3
9264,Spanish,"En efecto, la estrategia decidida implicaba un enorme esfuerzo logístico: el grueso de las tropas sería conducido por el Chaco hacia el norte a través de esteros, lagunas y arroyos, y en pleno período de lluvias que, torrenciales en esa zona, inundaban vastas áreas.",199,97,44,19
9265,Polish,Ten producent eksportujący w pełni współpracował w dochodzeniu i nie korzystał z żadnych innych systemów poza wymienionymi w motywie 16.,56,30,20,10
9266,German,"Emprise , deren Aktie einst 245 Euro kostete , hat im vergangenen Jahr bei einem Umsatz von knapp 85 Millionen Mark einen Verlust von 38 Millionen Mark verbucht .",121,76,29,14
9267,Ukranian,"Була ж симпатичною доволі,навіщо псувати себе?",16,11,6,3
9268,Spanish,Estos accesorios pueden incluir una pequeña cantidad de grafito que puede ser útil para escribir en forma secreta sobre el papel (mentalismo) o hilo invisible para realizar levitaciones.,81,43,28,17
9269,Dutch,In een open brief richten de voormalige zendingsarbeiders R. Kloosterhuis en S. J. van den Berg zich mede namens een aantal oud-collega's tot minister Luns met het dringende verzoek in de komende VN-assemblee alsnog te bepleiten dat aan de inwoners van West Irian recht wordt gedaan.,211,81,46,15
9270,Romanian,"Prin urmare, această procedură este repetată la fiecare cinci ani.",28,15,10,5
9271,Dutch,Het stuurkarakter is licht onderstuurd.,8,6,5,1
9272,Slovenian,"Za nas bo bistveno, ali bomo znali spretno ravnati v korist slovenskih nacionalnih interesov, in pri tem bo glavna pozornost slovenskih predstavnikov osredotočena na sporazumevanje.",109,57,25,14
9273,Slovenian,ptič noter dere kot fuknjen,6,4,5,0
9274,Greek,του απαντώ .,1,1,3,1
9275,Lithuanian,"Naudojantis internetu, pasauliniu žiniatinkliu, susisiekimo įrankiais ir paieškos sistemomis, nebūtina vykti į biblioteką, laukti, kol atneš knygą, ir gaišti laiką kataloguose ieškant reikiamo šaltinio.",107,53,24,12
9276,German,"Zwei übergroße Skyphoi, Trinkgefäße, gehören wie die Amphoren zur mittleren Geschirrqualitätsklasse des Fundes.",33,20,13,8
9277,Chinese,車站命名亦與線路的等級相適應。,30,14,1,5
9278,Slovenian,Škof iz Angersa je bil enakega mnenja.,16,9,7,2
9279,Finnish,Näitä asioita ja muiden ihmisten suhtautumista puidaan uuvuksiin asti .,20,16,10,4
9280,Korean,수지에 이런 곳 많이 생겼으면 좋겠어요.,10,9,6,3
9281,Italian,Il satellite si presentava come una sfera di 66 cm di diametro e pesava non meno di 115 kg.,55,29,19,10
9282,Russian,"К чему, скажем, создавать такие штабы на Чукотке, Камчатке или в Мурманске?",38,24,12,8
9283,Chinese,根據該條記載，2世紀末倭國大亂，分成許多小國，而邪馬台國是當時最強大的國家。,97,50,1,16
9284,Portuguese,O estado da arte,4,3,4,1
9285,Italian,L'articolo disciplina la c.d. accessione invertita:,14,9,6,5
9286,Finnish,Kuka muistaa Rantasen ottaneen julkisuudessa reippaasti omaa kantaa mihinkään muuhun asiaan kuin Annikinkadun korttelin säilyttämiseen ?,45,25,16,7
9287,Dutch,1902 - Lucien Lesna,4,3,4,1
9288,Norwagein,Selv shoppingen var blitt intetsigende for ham.,12,10,7,2
9289,Finnish,1. Kokoonpano ja puheenjohtajuus,6,4,4,3
9290,Russian,"- Юридически проиграть этот суд мы не должны, потому что мы деньги не получили (деньги были на транзитном счете, мы их отправили назад), мы ими не пользовались.",153,51,27,16
9291,Dutch,"Op het altaarstuk is hij jong en vrouwelijk, met halflang, loshangend en krullend haar en zonder baard.",68,40,17,11
9292,Catalan,"Òpera Catalunya, per al 2002 ha programat l'òpera Carmen, de Bizet, de febrer a març, a Sabadell, Figueres, Granollers, Reus, Sant Cugat del Vallès, Lleida i Vic; La Bohème, de Puccini, de l'abril al maig a Sabadell, Lleida, Sant Cugat del Vallès, Reus i Figueres, i Madame Butterfly, de Puccini, programada el pròxim octubre a Sabadell, i en commemoració del 20è aniversari de l'Associació d'Amics de l'Òpera a Reus, Sant Cugat del Vallès, Lleida, Figueres i Granollers.",551,252,77,18
9293,Korean,매우 친절하시고 조용하고 깨끗하던데요,3,5,4,1
9294,Italian,Ma l'ottusità intrinseca del Fmi rende la cosa difficile.,24,15,9,5
9295,Polish,"Alona wybierała produkty ze straganów, a pan Jeffrey nosił za nią koszyk.",41,25,12,10
9296,Lithuanian,1. Valstybės parama smulkiojo ir vidutinio verslo subjektams teikiama pagal Vyriausybės ar savivaldybių smulkiojo ir vidutinio verslo plėtros programas.,74,64,19,10
9297,Ukranian,Сара була сестрою Авраама.,6,4,4,1
9298,Dutch,Wanneer in 1994 vonden de eerste parlementaire verkiezingen plaats in Hongarije?,37,17,11,6
9299,English,"So with gels – a lot of times you will find gels that kinda, like, dry out your hair.",72,37,19,12
9300,Portuguese,O zagueiro Elijah Litana abriu o placar para Zâmbia aos 3min de jogo.,33,22,13,7
9301,French,Cette étude révèle aussi que deux tiers des agriculteurs dans les montagnes du Rif cultivent du cannabis.,59,30,17,6
9302,Danish,Weekenden kan blive lang og blodig.,12,7,6,2
9303,Portuguese,"O alegado violador foi detido em sua casa, depois de a vítima ter denunciado o caso às autoridades policiais quando se encontrava no Hospital Distrital de Barcelos para receber tratamento.",100,54,30,19
